1 0 6745
2 6745 8251
3 14996 3747
4 18743 5052
5 23795 3532
6 27327 1920
7 29247 1023
8 30270 1442
9 31712 1201
10 32913 2131
11 35044 1331
12 36375 1770
13 38145 1840
14 39985 2214
15 42199 1836
16 44035 7699
17 51734 18387
18 70121 3911
19 74032 4443
20 78475 3378
21 81853 3581
22 85434 10545
23 95979 4097
24 100076 1251
25 101327 926
26 102253 1538
27 103791 999
28 104790 2007
29 106797 4496
30 111293 1664
31 112957 6276
32 119233 7732
33 126965 2027
34 128992 4037
35 133029 2707
36 135736 4805
37 140541 8882
38 149423 5011
39 154434 8009
40 162443 4819
41 167262 10073
42 177335 2246
43 179581 1651
44 181232 2135
45 183367 1910
46 185277 2471
47 187748 2929
48 190677 2617
49 193294 13336
50 206630 2524
51 209154 2295
52 211449 2549
53 213998 3121
54 217119 1622
55 218741 10195
56 228936 9687
57 238623 4755
58 243378 7035
59 250413 3695
60 254108 3462
61 257570 2882
62 260452 5913
63 266365 3119
64 269484 5894
65 275378 4808
66 280186 13770
67 293956 3866
68 297822 3005
69 300827 1659
70 302486 8144
71 310630 5727
72 316357 12538
73 328895 3851
74 332746 2240
75 334986 5503
76 340489 5885
77 346374 7963
78 354337 10178
79 364515 3638
80 368153 3424
81 371577 2220
82 373797 420
83 374217 3819
84 378036 2066
85 380102 1519
86 381621 7414
87 389035 1056
88 390091 980
89 391071 1713
90 392784 3314
91 396098 1861
92 397959 4097
93 402056 2206
94 404262 4063
95 408325 1433
96 409758 4956
97 414714 2638
98 417352 1789
99 419141 2012
100 421153 1522
101 422675 4465
102 427140 4472
103 431612 4699
104 436311 17289
105 453600 2497
106 456097 12806
107 468903 14820
108 483723 9347
109 493070 8555
110 501625 5265
111 506890 11902
112 518792 3882
113 522674 5474
114 528148 5058
115 533206 4660
116 537866 6038
117 543904 3922
118 547826 4769
119 552595 4545
120 557140 7042
121 564182 4282
122 568464 6004
123 574468 3901
124 578369 4978
125 583347 24835
126 608182 2505
127 610687 5423
128 616110 5420
129 621530 5529
130 627059 4663
131 631722 4458
132 636180 3809
133 639989 24465
134 664454 2445
135 666899 5150
136 672049 5823
137 677872 16207
138 694079 10837
139 704916 2344
140 707260 5570
141 712830 6125
142 718955 3732
143 722687 6929
144 729616 7820
145 737436 5787
146 743223 7078
147 750301 4410
148 754711 6807
149 761518 5496
150 767014 7380
151 774394 4710
152 779104 8698
153 787802 5514
154 793316 5014
155 798330 34523
156 832853 2428
157 835281 4895
158 840176 6247
159 846423 4642
160 851065 2720
161 853785 21945
162 875730 5658
163 881388 5275
164 886663 4849
165 891512 2676
166 894188 4992
167 899180 4755
168 903935 6114
169 910049 4809
170 914858 23019
171 937877 5185
172 943062 4391
173 947453 5570
174 953023 2611
175 955634 5041
176 960675 5887
177 966562 6010
178 972572 3612
179 976184 5645
180 981829 6070
181 987899 6691
182 994590 3954
183 998544 5724
184 1004268 5225
185 1009493 5297
186 1014790 4266
187 1019056 7326
188 1026382 5312
189 1031694 4940
190 1036634 2769
191 1039403 25514
192 1064917 5239
193 1070156 5555
194 1075711 9977
195 1085688 10779
196 1096467 4655
197 1101122 4811
198 1105933 4393
199 1110326 6408
200 1116734 24701
201 1141435 2803
202 1144238 5613
203 1149851 5639
204 1155490 5944
205 1161434 4459
206 1165893 3771
207 1169664 4342
208 1174006 5098
209 1179104 5375
210 1184479 19566
211 1204045 2811
212 1206856 5177
213 1212033 8506
214 1220539 8396
215 1228935 3329
216 1232264 5540
217 1237804 8054
218 1245858 5577
219 1251435 6361
220 1257796 6699
221 1264495 4351
222 1268846 8169
223 1277015 5218
224 1282233 4967
225 1287200 4102
226 1291302 7909
227 1299211 5548
228 1304759 5560
229 1310319 24370
230 1334689 2789
231 1337478 4271
232 1341749 7222
233 1348971 5209
234 1354180 5444
235 1359624 3970
236 1363594 16069
237 1379663 5285
238 1384948 4501
239 1389449 4574
240 1394023 2627
241 1396650 5063
242 1401713 9542
